#epoch, step, actionA, actionB, reward_n, game_dif_score, playerA_score, playerB_score, epsilon
565,1010876,0,34,0,3,3,0,0.546713649959
566,1012662,12,30,0,17,23,6,0.545909949959
567,1014448,6,22,0,1,3,2,0.545106249959
568,1016234,0,32,0,9,16,7,0.544302549959
569,1018020,0,30,0,1,3,2,0.543498849959
570,1019806,0,33,0,19,23,4,0.542695149959
571,1021592,0,18,0,8,10,2,0.541891449959
572,1023378,12,18,0,2,8,6,0.541087749958
573,1025164,2,18,0,7,14,7,0.540284049958
574,1026950,2,18,0,7,9,2,0.539480349958
575,1028736,0,33,0,0,9,9,0.538676649958
576,1030522,0,18,0,1,3,2,0.537872949958
577,1032308,0,32,0,2,2,0,0.537069249958
578,1034094,7,18,0,0,7,7,0.536265549958
579,1035880,2,18,0,12,13,1,0.535461849958
580,1037666,0,18,0,9,11,2,0.534658149958
581,1039452,2,32,0,19,29,10,0.533854449958
582,1041238,0,18,0,7,15,8,0.533050749958
583,1043024,0,34,0,2,9,7,0.532247049958
584,1044810,6,24,0,10,14,4,0.531443349958
585,1046596,5,18,0,-2,3,5,0.530639649958
586,1048382,0,18,0,6,6,0,0.529835949957
587,1050168,0,18,0,25,30,5,0.529032249957
588,1051954,11,18,0,4,10,6,0.528228549957
589,1053740,9,18,0,1,5,4,0.527424849957
590,1055526,13,35,0,3,9,6,0.526621149957
591,1057312,1,18,0,0,0,0,0.525817449957
592,1059098,9,18,0,20,23,3,0.525013749957
593,1060884,13,19,0,10,14,4,0.524210049957
594,1062670,11,35,0,-1,4,5,0.523406349957
595,1064456,0,18,0,5,5,0,0.522602649957
596,1066242,12,18,0,4,6,2,0.521798949957
597,1068028,10,18,0,2,6,4,0.520995249957
598,1069814,5,18,0,2,8,6,0.520191549957
599,1071600,3,18,0,4,11,7,0.519387849957
600,1073386,0,18,0,1,12,11,0.518584149956
601,1075172,15,18,0,1,8,7,0.517780449956
602,1076958,0,18,0,3,7,4,0.516976749956
603,1078744,0,18,0,3,10,7,0.516173049956
604,1080530,0,18,0,8,10,2,0.515369349956
605,1082316,2,35,0,5,11,6,0.514565649956
606,1084102,0,18,0,-2,5,7,0.513761949956
607,1085888,2,33,0,8,10,2,0.512958249956
608,1087674,9,18,0,6,9,3,0.512154549956
609,1089460,4,18,0,7,12,5,0.511350849956
610,1091246,0,33,0,4,5,1,0.510547149956
611,1093032,0,18,0,-2,1,3,0.509743449956
612,1094818,0,33,0,-1,6,7,0.508939749956
613,1096604,5,18,0,-2,12,14,0.508136049956
614,1098390,11,27,0,3,6,3,0.507332349955
615,1100176,0,18,0,5,5,0,0.506528649955
616,1101962,0,18,0,5,7,2,0.505724949955
617,1103748,0,18,0,-1,7,8,0.504921249955
618,1105534,0,32,0,12,13,1,0.504117549955
619,1107320,0,18,0,7,20,13,0.503313849955
620,1109106,2,31,0,6,7,1,0.502510149955
621,1110892,0,18,0,-6,7,13,0.501706449955
622,1112678,0,18,0,6,10,4,0.500902749955
623,1114464,11,18,0,18,25,7,0.500099049955
624,1116250,8,18,0,-3,2,5,0.499295349955
625,1118036,17,18,0,13,16,3,0.498491649955
626,1119822,0,27,0,1,6,5,0.497687949955
627,1121608,0,27,0,-2,7,9,0.496884249955
628,1123394,0,18,0,1,2,1,0.496080549955
629,1125180,4,18,0,0,0,0,0.495276849955
630,1126966,0,18,0,-2,2,4,0.494473149955
631,1128752,0,18,0,-1,8,9,0.493669449955
632,1130538,10,34,0,4,17,13,0.492865749955
633,1132324,5,18,0,10,18,8,0.492062049955
634,1134110,10,18,0,1,3,2,0.491258349955
635,1135896,0,18,0,9,11,2,0.490454649955
636,1137682,0,32,0,2,4,2,0.489650949955
637,1139468,10,18,0,0,0,0,0.488847249955
638,1141254,0,18,0,4,4,0,0.488043549955
639,1143040,8,20,0,0,1,1,0.487239849955
640,1144826,0,18,0,7,9,2,0.486436149955
641,1146612,4,18,0,13,14,1,0.485632449955
642,1148398,0,18,0,7,12,5,0.484828749955
643,1150184,0,18,0,0,5,5,0.484025049955
644,1151970,6,18,0,1,6,5,0.483221349955
645,1153756,0,18,0,14,23,9,0.482417649955
646,1155542,13,18,0,5,10,5,0.481613949955
647,1157328,7,18,0,5,6,1,0.480810249955
648,1159114,10,18,0,0,3,3,0.480006549955
649,1160900,4,28,0,2,5,3,0.479202849955
650,1162686,1,18,0,2,8,6,0.478399149955
651,1164472,0,18,0,-4,2,6,0.477595449956
652,1166258,1,18,0,4,4,0,0.476791749956
653,1168044,0,18,0,0,3,3,0.475988049956
654,1169830,11,18,0,2,11,9,0.475184349956
655,1171616,4,25,0,8,12,4,0.474380649956
656,1173402,0,18,0,27,29,2,0.473576949956
657,1175188,13,18,0,9,11,2,0.472773249956
658,1176974,14,26,0,1,5,4,0.471969549956
659,1178760,0,18,0,6,12,6,0.471165849956
660,1180546,12,18,0,6,11,5,0.470362149956
661,1182332,6,18,0,22,25,3,0.469558449956
662,1184118,5,18,0,1,1,0,0.468754749956
663,1185904,9,18,0,10,12,2,0.467951049956
664,1187690,4,18,0,1,8,7,0.467147349956
665,1189476,0,18,0,9,12,3,0.466343649956
666,1191262,0,18,0,7,15,8,0.465539949956
667,1193048,0,18,0,5,8,3,0.464736249956
668,1194834,0,18,0,4,14,10,0.463932549956
669,1196620,0,18,0,1,3,2,0.463128849956
670,1198406,0,18,0,-3,1,4,0.462325149956
671,1200192,0,18,0,2,8,6,0.461521449956
672,1201978,0,18,0,4,9,5,0.460717749956
673,1203764,0,18,0,6,12,6,0.459914049956
674,1205550,0,18,0,1,3,2,0.459110349956
675,1207336,10,18,0,3,3,0,0.458306649956
676,1209122,2,31,0,12,16,4,0.457502949956
677,1210908,0,18,0,-3,0,3,0.456699249956
678,1212694,0,20,0,1,3,2,0.455895549956
679,1214480,0,31,0,5,7,2,0.455091849956
680,1216266,0,18,0,25,29,4,0.454288149956
681,1218052,0,18,0,7,16,9,0.453484449956
682,1219838,0,27,0,4,9,5,0.452680749956
683,1221624,17,18,0,8,16,8,0.451877049956
684,1223410,0,18,0,3,11,8,0.451073349956
685,1225196,0,18,0,12,20,8,0.450269649956
686,1226982,0,18,0,2,7,5,0.449465949956
687,1228768,12,26,0,5,18,13,0.448662249956
688,1230554,0,18,0,3,4,1,0.447858549956
689,1232340,2,18,0,7,13,6,0.447054849957
690,1234126,1,18,0,5,7,2,0.446251149957
691,1235912,0,27,0,10,14,4,0.445447449957
692,1237698,0,18,0,1,4,3,0.444643749957
693,1239484,0,18,0,3,8,5,0.443840049957
694,1241270,0,18,0,2,8,6,0.443036349957
695,1243056,0,27,0,6,11,5,0.442232649957
696,1244842,0,18,0,2,4,2,0.441428949957
697,1246628,0,18,0,0,6,6,0.440625249957
698,1248414,1,18,0,19,27,8,0.439821549957
699,1250200,0,18,0,4,7,3,0.439017849957
700,1251986,5,18,0,4,13,9,0.438214149957
701,1253772,0,18,0,-2,1,3,0.437410449957
702,1255558,13,18,0,3,4,1,0.436606749957
703,1257344,10,34,0,-1,3,4,0.435803049957
704,1259130,4,18,0,7,13,6,0.434999349957
705,1260916,0,30,0,7,12,5,0.434195649957
706,1262702,0,18,0,0,7,7,0.433391949957
707,1264488,0,24,0,6,7,1,0.432588249957
708,1266274,0,18,0,9,14,5,0.431784549957
709,1268060,0,18,0,6,12,6,0.430980849957
710,1269846,0,18,0,23,35,12,0.430177149957
711,1271632,0,18,0,2,3,1,0.429373449957
712,1273418,15,18,0,7,7,0,0.428569749957
713,1275204,4,27,0,-1,2,3,0.427766049957
714,1276990,17,18,0,4,6,2,0.426962349957
715,1278776,0,30,0,3,4,1,0.426158649957
716,1280562,0,18,0,1,2,1,0.425354949957
717,1282348,0,30,0,3,6,3,0.424551249957
718,1284134,0,18,0,2,8,6,0.423747549957
719,1285920,0,18,0,2,5,3,0.422943849957
720,1287706,0,35,0,0,0,0,0.422140149957
721,1289492,0,18,0,11,14,3,0.421336449957
722,1291278,15,18,0,-1,7,8,0.420532749957
723,1293064,0,18,0,-2,4,6,0.419729049957
724,1294850,3,18,0,0,4,4,0.418925349957
725,1296636,0,34,0,15,19,4,0.418121649957
726,1298422,0,18,0,7,9,2,0.417317949958
727,1300208,0,18,0,3,8,5,0.416514249958
728,1301994,0,32,0,4,10,6,0.415710549958
729,1303780,0,24,0,10,10,0,0.414906849958
730,1305566,0,26,0,6,10,4,0.414103149958
731,1307352,7,32,0,6,13,7,0.413299449958
732,1309138,13,18,0,7,16,9,0.412495749958
733,1310924,0,18,0,0,0,0,0.411692049958
734,1312710,1,18,0,17,21,4,0.410888349958
735,1314496,9,18,0,11,15,4,0.410084649958
736,1316282,0,18,0,-3,5,8,0.409280949958
737,1318068,0,18,0,3,3,0,0.408477249958
738,1319854,0,18,0,3,7,4,0.407673549958
739,1321640,5,18,0,9,12,3,0.406869849958
740,1323426,11,18,0,3,3,0,0.406066149958
741,1325212,0,28,0,8,12,4,0.405262449958
742,1326998,0,18,0,3,4,1,0.404458749958
743,1328784,0,18,0,-1,3,4,0.403655049958
744,1330570,17,18,0,5,8,3,0.402851349958
745,1332356,12,22,0,6,13,7,0.402047649958
746,1334142,0,22,0,2,3,1,0.401243949958
747,1335928,0,28,0,16,22,6,0.400440249958
748,1337714,2,18,0,9,15,6,0.399636549958
749,1339500,0,18,0,7,7,0,0.398832849958
750,1341286,0,22,0,11,18,7,0.398029149958
751,1343072,7,18,0,4,8,4,0.397225449958
752,1344858,0,18,0,13,16,3,0.396421749958
753,1346644,12,18,0,4,12,8,0.395618049958
754,1348430,9,18,0,0,0,0,0.394814349958
755,1350216,0,18,0,-1,0,1,0.394010649958
756,1352002,0,18,0,6,6,0,0.393206949958
757,1353788,3,18,0,0,0,0,0.392403249958
758,1355574,0,18,0,2,4,2,0.391599549958
759,1357360,0,18,0,-1,6,7,0.390795849958
760,1359146,5,18,0,-3,0,3,0.389992149958
761,1360932,0,18,0,1,7,6,0.389188449958
762,1362718,3,18,0,8,11,3,0.388384749958
763,1364504,0,32,0,-1,5,6,0.387581049958
764,1366290,0,18,0,-2,12,14,0.386777349959
765,1368076,0,35,0,4,7,3,0.385973649959
766,1369862,17,18,0,0,0,0,0.385169949959
767,1371648,0,18,0,0,3,3,0.384366249959
768,1373434,16,18,0,21,25,4,0.383562549959
769,1375220,0,31,0,0,2,2,0.382758849959
770,1377006,8,18,0,2,8,6,0.381955149959
771,1378792,0,24,0,5,9,4,0.381151449959
772,1380578,8,18,0,6,7,1,0.380347749959
773,1382364,0,18,0,1,13,12,0.379544049959
774,1384150,0,18,0,2,5,3,0.378740349959
775,1385936,0,18,0,-2,12,14,0.377936649959
776,1387722,11,18,0,4,5,1,0.377132949959
777,1389508,0,18,0,1,3,2,0.376329249959
778,1391294,11,18,0,6,14,8,0.375525549959
779,1393080,0,30,0,0,9,9,0.374721849959
780,1394866,0,18,0,3,3,0,0.373918149959
781,1396652,0,32,0,12,15,3,0.373114449959
782,1398438,0,19,0,-2,5,7,0.372310749959
783,1400224,0,18,0,10,13,3,0.371507049959
784,1402010,7,18,0,-1,1,2,0.370703349959
785,1403796,2,18,0,1,2,1,0.369899649959
786,1405582,0,23,0,-3,1,4,0.369095949959
787,1407368,0,18,0,-3,9,12,0.368292249959
788,1409154,0,18,0,2,8,6,0.367488549959
789,1410940,0,20,0,-2,4,6,0.366684849959
790,1412726,12,18,0,0,4,4,0.365881149959
791,1414512,14,29,0,6,14,8,0.365077449959
792,1416298,6,26,0,9,12,3,0.364273749959
793,1418084,0,18,0,0,4,4,0.363470049959
794,1419870,0,18,0,10,16,6,0.362666349959
795,1421656,0,33,0,1,10,9,0.361862649959
796,1423442,0,18,0,0,5,5,0.361058949959
797,1425228,0,18,0,4,6,2,0.360255249959
798,1427014,4,18,0,3,3,0,0.359451549959
799,1428800,0,18,0,5,8,3,0.358647849959
800,1430586,0,18,0,2,3,1,0.357844149959
801,1432372,0,18,0,-2,7,9,0.357040449959
802,1434158,0,18,0,-2,13,15,0.35623674996
803,1435944,0,32,0,-3,2,5,0.35543304996
804,1437730,0,18,0,2,8,6,0.35462934996
805,1439516,0,18,0,0,0,0,0.35382564996
806,1441302,0,18,0,10,11,1,0.35302194996
807,1443088,0,26,0,33,39,6,0.35221824996
808,1444874,0,18,0,0,5,5,0.35141454996
809,1446660,0,18,0,4,4,0,0.35061084996
810,1448446,0,35,0,-2,3,5,0.34980714996
811,1450232,0,22,0,4,4,0,0.34900344996
812,1452018,0,18,0,1,4,3,0.34819974996
813,1453804,0,24,0,-7,10,17,0.34739604996
814,1455590,4,18,0,-1,5,6,0.34659234996
815,1457376,0,18,0,5,5,0,0.34578864996
816,1459162,0,18,0,15,21,6,0.34498494996
817,1460948,0,18,0,5,13,8,0.34418124996
818,1462734,0,27,0,-2,4,6,0.34337754996
819,1464520,1,34,0,7,9,2,0.34257384996
820,1466306,0,18,0,0,5,5,0.34177014996
821,1468092,0,21,0,2,6,4,0.34096644996
822,1469878,0,18,0,3,8,5,0.34016274996
823,1471664,2,18,0,11,16,5,0.33935904996
824,1473450,0,28,0,2,5,3,0.33855534996
825,1475236,0,18,0,5,11,6,0.33775164996
826,1477022,0,18,0,2,5,3,0.33694794996
827,1478808,0,18,0,11,17,6,0.33614424996
828,1480594,0,35,0,7,9,2,0.33534054996
829,1482380,0,31,0,6,8,2,0.33453684996
830,1484166,0,18,0,2,11,9,0.33373314996
831,1485952,0,18,0,8,13,5,0.33292944996
832,1487738,0,18,0,1,2,1,0.33212574996
833,1489524,0,18,0,6,6,0,0.33132204996
834,1491310,3,18,0,-4,1,5,0.33051834996
835,1493096,0,18,0,-1,5,6,0.32971464996
836,1494882,0,18,0,2,14,12,0.32891094996
837,1496668,5,18,0,5,7,2,0.32810724996
838,1498454,0,18,0,-1,4,5,0.32730354996
839,1500240,0,21,0,0,2,2,0.32649984996
840,1502026,0,18,0,3,3,0,0.325696149961
841,1503812,0,22,0,-2,8,10,0.324892449961
842,1505598,0,19,0,0,8,8,0.324088749961
843,1507384,9,18,0,-3,0,3,0.323285049961
844,1509170,7,18,0,7,8,1,0.322481349961
845,1510956,4,18,0,2,3,1,0.321677649961
846,1512742,0,28,0,11,16,5,0.320873949961
847,1514528,0,18,0,2,4,2,0.320070249961
848,1516314,0,18,0,2,4,2,0.319266549961
849,1518100,0,22,0,1,6,5,0.318462849961
850,1519886,0,18,0,0,8,8,0.317659149961
851,1521672,0,18,0,5,5,0,0.316855449961
852,1523458,9,29,0,9,14,5,0.316051749961
853,1525244,0,18,0,0,0,0,0.315248049961
854,1527030,0,18,0,3,10,7,0.314444349961
855,1528816,0,18,0,4,4,0,0.313640649961
856,1530602,0,18,0,3,10,7,0.312836949961
857,1532388,0,18,0,1,1,0,0.312033249961
858,1534174,1,18,0,3,7,4,0.311229549961
859,1535960,0,28,0,2,4,2,0.310425849961
860,1537746,2,18,0,-1,0,1,0.309622149961
861,1539532,11,24,0,1,1,0,0.308818449961
862,1541318,0,18,0,8,12,4,0.308014749961
863,1543104,0,34,0,2,5,3,0.307211049961
864,1544890,0,32,0,-1,6,7,0.306407349961
865,1546676,0,32,0,7,8,1,0.305603649961
866,1548462,0,20,0,-4,0,4,0.304799949961
867,1550248,3,25,0,2,3,1,0.303996249961
868,1552034,9,18,0,5,6,1,0.303192549961
869,1553820,0,27,0,5,8,3,0.302388849961
870,1555606,0,18,0,3,7,4,0.301585149961
871,1557392,0,34,0,3,4,1,0.300781449961
872,1559178,13,18,0,0,5,5,0.299977749961
873,1560964,0,18,0,-2,0,2,0.299174049961
874,1562750,4,24,0,0,0,0,0.298370349961
875,1564536,0,18,0,2,4,2,0.297566649961
876,1566322,0,18,0,0,2,2,0.296762949961
877,1568108,0,25,0,2,5,3,0.295959249962
878,1569894,0,18,0,0,2,2,0.295155549962
879,1571680,0,18,0,1,7,6,0.294351849962
880,1573466,0,18,0,3,4,1,0.293548149962
881,1575252,14,18,0,6,10,4,0.292744449962
882,1577038,6,18,0,4,6,2,0.291940749962
883,1578824,16,23,0,0,6,6,0.291137049962
884,1580610,0,18,0,5,9,4,0.290333349962
885,1582396,0,18,0,0,8,8,0.289529649962
886,1584182,6,21,0,3,12,9,0.288725949962
887,1585968,0,18,0,2,8,6,0.287922249962
888,1587754,0,18,0,-3,2,5,0.287118549962
889,1589540,0,18,0,6,7,1,0.286314849962
890,1591326,0,19,0,0,0,0,0.285511149962
891,1593112,17,18,0,5,11,6,0.284707449962
892,1594898,1,18,0,-6,0,6,0.283903749962
893,1596684,0,22,0,6,9,3,0.283100049962
894,1598470,0,18,0,1,8,7,0.282296349962
895,1600256,0,31,0,1,1,0,0.281492649962
896,1602042,6,25,0,3,4,1,0.280688949962
897,1603828,0,28,0,7,8,1,0.279885249962
898,1605614,0,18,0,1,3,2,0.279081549962
899,1607400,0,18,0,7,12,5,0.278277849962
900,1609186,0,28,0,0,0,0,0.277474149962
901,1610972,0,20,0,6,7,1,0.276670449962
902,1612758,5,23,0,7,11,4,0.275866749962
903,1614544,0,18,0,2,10,8,0.275063049962
904,1616330,0,18,0,6,12,6,0.274259349962
905,1618116,0,18,0,-2,8,10,0.273455649962
906,1619902,0,26,0,6,15,9,0.272651949962
907,1621688,0,18,0,5,6,1,0.271848249962
908,1623474,0,18,0,2,4,2,0.271044549962
909,1625260,0,18,0,1,5,4,0.270240849962
910,1627046,15,29,0,12,15,3,0.269437149962
911,1628832,0,18,0,4,8,4,0.268633449962
912,1630618,0,18,0,0,2,2,0.267829749962
913,1632404,0,18,0,-1,4,5,0.267026049962
914,1634190,0,18,0,8,10,2,0.266222349962
915,1635976,14,18,0,4,7,3,0.265418649963
916,1637762,0,18,0,-1,3,4,0.264614949963
917,1639548,0,34,0,2,4,2,0.263811249963
918,1641334,0,24,0,2,9,7,0.263007549963
919,1643120,0,18,0,1,10,9,0.262203849963
920,1644906,2,34,0,1,2,1,0.261400149963
921,1646692,0,19,0,5,6,1,0.260596449963
922,1648478,0,34,0,1,3,2,0.259792749963
923,1650264,13,24,0,-2,3,5,0.258989049963
924,1652050,0,18,0,5,6,1,0.258185349963
925,1653836,0,18,0,3,3,0,0.257381649963
926,1655622,0,18,0,3,6,3,0.256577949963
927,1657408,0,18,0,14,19,5,0.255774249963
928,1659194,0,29,0,5,8,3,0.254970549963
929,1660980,0,18,0,8,11,3,0.254166849963
930,1662766,0,18,0,2,7,5,0.253363149963
931,1664552,0,18,0,-8,5,13,0.252559449963
932,1666338,0,18,0,-8,5,13,0.251755749963
933,1668124,0,22,0,2,3,1,0.250952049963
934,1669910,0,24,0,0,5,5,0.250148349963
935,1671696,0,18,0,2,2,0,0.249344649963
936,1673482,0,18,0,0,4,4,0.248540949963
937,1675268,0,18,0,1,4,3,0.247737249963
938,1677054,6,18,0,-1,8,9,0.246933549963
939,1678840,0,18,0,4,10,6,0.246129849963
940,1680626,17,18,0,0,5,5,0.245326149963
941,1682412,17,25,0,5,11,6,0.244522449963
942,1684198,0,18,0,3,11,8,0.243718749963
943,1685984,0,18,0,0,8,8,0.242915049963
944,1687770,0,18,0,-1,3,4,0.242111349963
945,1689556,0,18,0,4,11,7,0.241307649963
946,1691342,0,18,0,1,3,2,0.240503949963
947,1693128,0,18,0,-1,2,3,0.239700249963
948,1694914,0,27,0,3,5,2,0.238896549963
949,1696700,6,18,0,2,4,2,0.238092849963
950,1698486,0,18,0,2,4,2,0.237289149963
951,1700272,13,33,0,8,11,3,0.236485449963
952,1702058,0,18,0,-3,0,3,0.235681749963
953,1703844,0,18,0,4,8,4,0.234878049963
954,1705630,0,18,0,0,4,4,0.234074349963
955,1707416,0,27,0,10,12,2,0.233270649963
956,1709202,15,18,0,-1,3,4,0.232466949963
957,1710988,0,18,0,3,18,15,0.231663249962
958,1712774,0,18,0,3,7,4,0.230859549962
959,1714560,0,18,0,-1,1,2,0.230055849962
960,1716346,0,18,0,-2,3,5,0.229252149962
961,1718132,4,18,0,13,21,8,0.228448449962
962,1719918,0,18,0,7,14,7,0.227644749962
963,1721704,0,25,0,2,2,0,0.226841049962
964,1723490,0,33,0,3,10,7,0.226037349962
965,1725276,0,18,0,0,0,0,0.225233649962
966,1727062,0,18,0,2,2,0,0.224429949962
967,1728848,0,18,0,-1,5,6,0.223626249962
968,1730634,0,33,0,7,12,5,0.222822549962
969,1732420,0,18,0,2,4,2,0.222018849962
970,1734206,0,19,0,5,13,8,0.221215149962
971,1735992,16,35,0,1,6,5,0.220411449962
972,1737778,0,18,0,1,8,7,0.219607749962
973,1739564,0,18,0,0,13,13,0.218804049962
974,1741350,0,23,0,10,11,1,0.218000349962
975,1743136,7,18,0,2,13,11,0.217196649962
976,1744922,0,18,0,-4,3,7,0.216392949962
977,1746708,0,18,0,0,4,4,0.215589249962
978,1748494,17,18,0,-6,6,12,0.214785549962
979,1750280,0,18,0,2,2,0,0.213981849962
980,1752066,6,18,0,-1,3,4,0.213178149962
981,1753852,0,18,0,3,9,6,0.212374449962
982,1755638,0,19,0,-3,2,5,0.211570749962
983,1757424,4,18,0,1,3,2,0.210767049962
984,1759210,0,18,0,0,0,0,0.209963349962
985,1760996,0,27,0,1,4,3,0.209159649962
986,1762782,3,19,0,-1,10,11,0.208355949962
987,1764568,0,18,0,-2,3,5,0.207552249962
988,1766354,0,33,0,13,20,7,0.206748549962
989,1768140,0,20,0,2,5,3,0.205944849962
990,1769926,0,19,0,1,4,3,0.205141149962
991,1771712,3,28,0,4,5,1,0.204337449962
992,1773498,0,18,0,3,4,1,0.203533749962
993,1775284,0,27,0,13,16,3,0.202730049962
994,1777070,0,35,0,-2,11,13,0.201926349962
995,1778856,0,18,0,0,7,7,0.201122649962
996,1780642,2,23,0,-1,1,2,0.200318949962
997,1782428,0,33,0,0,3,3,0.199515249962
998,1784214,2,19,0,2,2,0,0.198711549962
999,1786000,0,22,0,3,6,3,0.197907849962
1000,1787786,0,34,0,0,0,0,0.197104149961
1001,1789572,0,19,0,2,11,9,0.196300449961
1002,1791358,0,18,0,-2,5,7,0.195496749961
1003,1793144,4,18,0,6,8,2,0.194693049961
1004,1794930,0,18,0,5,8,3,0.193889349961
1005,1796716,0,27,0,1,3,2,0.193085649961
1006,1798502,0,18,0,2,2,0,0.192281949961
1007,1800288,0,19,0,-5,0,5,0.191478249961
1008,1802074,0,31,0,-1,2,3,0.190674549961
1009,1803860,0,18,0,1,2,1,0.189870849961
1010,1805646,0,18,0,11,13,2,0.189067149961
1011,1807432,0,29,0,13,14,1,0.188263449961
1012,1809218,0,18,0,-2,0,2,0.187459749961
1013,1811004,0,18,0,-2,1,3,0.186656049961
1014,1812790,0,33,0,2,2,0,0.185852349961
1015,1814576,0,18,0,0,2,2,0.185048649961
1016,1816362,1,18,0,4,10,6,0.184244949961
1017,1818148,0,28,0,-1,5,6,0.183441249961
1018,1819934,0,18,0,1,2,1,0.182637549961
1019,1821720,0,18,0,-2,4,6,0.181833849961
1020,1823506,0,18,0,0,6,6,0.181030149961
1021,1825292,0,18,0,6,8,2,0.180226449961
1022,1827078,0,18,0,3,5,2,0.179422749961
1023,1828864,0,18,0,4,4,0,0.178619049961
1024,1830650,0,18,0,-4,1,5,0.177815349961
1025,1832436,0,18,0,-2,1,3,0.177011649961
1026,1834222,14,24,0,2,2,0,0.176207949961
1027,1836008,0,18,0,0,5,5,0.175404249961
1028,1837794,0,34,0,0,1,1,0.174600549961
1029,1839580,0,18,0,1,1,0,0.173796849961
1030,1841366,0,18,0,-1,0,1,0.172993149961
1031,1843152,0,18,0,-1,0,1,0.172189449961
1032,1844938,0,34,0,-4,2,6,0.171385749961
1033,1846724,8,18,0,0,0,0,0.170582049961
1034,1848510,0,35,0,-2,11,13,0.169778349961
1035,1850296,0,18,0,13,16,3,0.168974649961
1036,1852082,2,18,0,3,4,1,0.168170949961
1037,1853868,0,27,0,7,9,2,0.167367249961
1038,1855654,3,18,0,2,7,5,0.166563549961
1039,1857440,3,18,0,-6,12,18,0.165759849961
1040,1859226,0,21,0,0,0,0,0.164956149961
1041,1861012,0,18,0,3,6,3,0.164152449961
1042,1862798,0,18,0,-3,2,5,0.163348749961
1043,1864584,0,18,0,3,9,6,0.16254504996
1044,1866370,0,23,0,1,4,3,0.16174134996
1045,1868156,0,28,0,-6,2,8,0.16093764996
1046,1869942,0,18,0,2,5,3,0.16013394996
1047,1871728,0,18,0,2,5,3,0.15933024996
1048,1873514,5,18,0,0,2,2,0.15852654996
1049,1875300,0,18,0,5,9,4,0.15772284996
1050,1877086,0,18,0,-1,1,2,0.15691914996
1051,1878872,0,18,0,-6,11,17,0.15611544996
1052,1880658,0,18,0,3,9,6,0.15531174996
1053,1882444,10,18,0,0,4,4,0.15450804996
1054,1884230,0,18,0,0,6,6,0.15370434996
1055,1886016,0,18,0,-1,6,7,0.15290064996
1056,1887802,0,28,0,0,5,5,0.15209694996
1057,1889588,0,18,0,6,7,1,0.15129324996
1058,1891374,17,18,0,-5,6,11,0.15048954996
1059,1893160,0,19,0,-3,4,7,0.14968584996
1060,1894946,0,28,0,0,0,0,0.14888214996
1061,1896732,0,18,0,2,3,1,0.14807844996
1062,1898518,0,27,0,-3,0,3,0.14727474996
1063,1900304,0,18,0,-3,3,6,0.14647104996
1064,1902090,0,35,0,-4,7,11,0.14566734996
1065,1903876,5,25,0,-2,1,3,0.14486364996
1066,1905662,0,34,0,4,17,13,0.14405994996
1067,1907448,0,30,0,11,16,5,0.14325624996
1068,1909234,0,35,0,-6,9,15,0.14245254996
1069,1911020,0,35,0,2,2,0,0.14164884996
1070,1912806,0,18,0,1,7,6,0.14084514996
1071,1914592,0,18,0,0,0,0,0.14004144996
1072,1916378,0,18,0,-3,0,3,0.13923774996
1073,1918164,0,18,0,-2,10,12,0.13843404996
1074,1919950,0,18,0,0,2,2,0.13763034996
1075,1921736,0,21,0,5,5,0,0.13682664996
1076,1923522,0,29,0,0,0,0,0.13602294996
1077,1925308,0,35,0,-1,0,1,0.13521924996
1078,1927094,0,35,0,0,0,0,0.13441554996
1079,1928880,0,35,0,0,0,0,0.13361184996
1080,1930666,0,35,0,0,0,0,0.13280814996
1081,1932452,0,21,0,0,0,0,0.13200444996
1082,1934238,12,18,0,0,11,11,0.13120074996
1083,1936024,10,18,0,-3,2,5,0.13039704996
1084,1937810,0,18,0,0,3,3,0.12959334996
1085,1939596,0,18,0,1,1,0,0.12878964996
1086,1941382,0,18,0,0,7,7,0.12798594996
1087,1943168,0,18,0,-3,8,11,0.127182249959
1088,1944954,13,25,0,1,6,5,0.126378549959
1089,1946740,0,18,0,1,2,1,0.125574849959
1090,1948526,14,18,0,0,0,0,0.124771149959
1091,1950312,0,18,0,3,7,4,0.123967449959
1092,1952098,0,18,0,2,2,0,0.123163749959
1093,1953884,0,18,0,3,4,1,0.122360049959
1094,1955670,0,30,0,-3,1,4,0.121556349959
1095,1957456,13,18,0,0,3,3,0.120752649959
1096,1959242,0,18,0,4,5,1,0.119948949959
1097,1961028,0,18,0,-2,0,2,0.119145249959
1098,1962814,0,18,0,-2,6,8,0.118341549959
1099,1964600,0,18,0,-5,1,6,0.117537849959
1100,1966386,0,18,0,0,0,0,0.116734149959
1101,1968172,9,18,0,2,7,5,0.115930449959
1102,1969958,0,18,0,0,0,0,0.115126749959
1103,1971744,0,18,0,-2,1,3,0.114323049959
1104,1973530,0,33,0,-1,1,2,0.113519349959
1105,1975316,0,22,0,0,1,1,0.112715649959
1106,1977102,0,26,0,1,4,3,0.111911949959
1107,1978888,11,18,0,0,0,0,0.111108249959
1108,1980674,0,18,0,0,0,0,0.110304549959
1109,1982460,0,27,0,2,2,0,0.109500849959
1110,1984246,0,18,0,-1,1,2,0.108697149959
1111,1986032,0,18,0,4,8,4,0.107893449959
1112,1987818,0,18,0,-6,2,8,0.107089749959
1113,1989604,0,18,0,2,5,3,0.106286049959
